ID,Year,Olympic_CC,GDP,Population
25375,2017,SXM,,41109
25376,1990,SYR,,12446171
25377,1991,SYR,,12815219
25378,1992,SYR,,13187085
25379,1993,SYR,,13564167
25380,1994,SYR,,13949697
25381,1995,SYR,,14345492
25382,1996,SYR,,14755286
25383,1997,SYR,,15177456
25384,1998,SYR,,15602210
25385,1999,SYR,,16016092
25386,2000,SYR,,16410848
25387,2001,SYR,,16766899
25388,2002,SYR,,17087901
25389,2003,SYR,,17415266
25390,2004,SYR,,17806638
25391,2005,SYR,,18294611
25392,2006,SYR,,18914977
25393,2007,SYR,,19632806
25394,2008,SYR,,20325443
25395,2009,SYR,,20824893
25396,2010,SYR,,21018834
25397,2011,SYR,,20863993
25398,2012,SYR,,20420701
25399,2013,SYR,,19809141
25400,2014,SYR,,19203090
25401,2015,SYR,,18734987
25402,2016,SYR,,18430453
25403,2017,SYR,,18269868
25404,1990,TAN,951.78,25459604
25405,1991,TAN,971.27,26315013
25406,1992,TAN,966.07,27219619
25407,1993,TAN,967.99,28149328
25408,1994,TAN,972.33,29070615
25409,1995,TAN,997.56,29960776
25410,1996,TAN,1032.67,30811854
25411,1997,TAN,1059.14,31635251
25412,1998,TAN,1082.48,32451713
25413,1999,TAN,1123.25,33291540
25414,2000,TAN,1174.3,34178042
25415,2001,TAN,1239.14,35117019
25416,2002,TAN,1311.46,36105808
25417,2003,TAN,1389.64,37149072
25418,2004,TAN,1495.39,38249984
25419,2005,TAN,1620.58,39410545
25420,2006,TAN,1695.63,40634948
25421,2007,TAN,1830.16,41923715
25422,2008,TAN,1908.74,43270144
25423,2009,TAN,1963.59,44664231
25424,2010,TAN,2048.29,46098591
25425,2011,TAN,2186.13,47570902
25426,2012,TAN,2268.87,49082997
25427,2013,TAN,2397.21,50636595
25428,2014,TAN,2525.46,52234869
25429,2015,TAN,2652.53,53879957
25430,2016,TAN,2786.27,55572201
25431,2017,TAN,2945.88,57310019
25432,1990,TGA,2310.12,95153
25433,1991,TGA,2535.34,95333
25434,1992,TGA,2595.23,95496
25435,1993,TGA,2752.04,95644
25436,1994,TGA,2943.98,95833
25437,1995,TGA,3109.06,96076
25438,1996,TGA,3156.51,96369
25439,1997,TGA,3194.51,96725
25440,1998,TGA,3302.97,97135
25441,1999,TGA,3467.41,97591
25442,2000,TGA,3647.47,98082
25443,2001,TGA,3844.23,98611
25444,2002,TGA,4013.37,99184
25445,2003,TGA,4154.37,99789
25446,2004,TGA,4227.46,100406
25447,2005,TGA,4404.67,101041
25448,2006,TGA,4474.42,101689
25449,2007,TGA,4373.41,102357
25450,2008,TGA,4568.5,103005
25451,2009,TGA,4681.41,103604
25452,2010,TGA,4883.37,104137
25453,2011,TGA,5101.46,104577
25454,2012,TGA,5223,104951
25455,2013,TGA,5123.33,105328
25456,2014,TGA,5300.52,105782
25457,2015,TGA,5526.48,106364
25458,2016,TGA,5745.19,107122
25459,2017,TGA,5956.54,108020
25460,1990,THA,4298.4,56582821
25461,1991,THA,4764.7,57258401
25462,1992,THA,5214.47,57837878
25463,1993,THA,5726.83,58364891
25464,1994,THA,6258.86,58901666
25465,1995,THA,6839.71,59491790
25466,1996,THA,7277.54,60151472
25467,1997,THA,7114.06,60863506
25468,1998,THA,6563.18,61597283
25469,1999,THA,6888.96,62306651
25470,2000,THA,7283.51,62958021
25471,2001,THA,7635.09,63543322
25472,2002,THA,8160.93,64073164
25473,2003,THA,8855.49,64554952
25474,2004,THA,9604.71,65002231
25475,2005,THA,10262.11,65425470
25476,2006,THA,11035.61,65824164
25477,2007,THA,11878.04,66195615
25478,2008,THA,12255.21,66545760
25479,2009,THA,12201.36,66881867
25480,2010,THA,13213.75,67208808
25481,2011,THA,13535.13,67530130
25482,2012,THA,14714.45,67843979
25483,2013,THA,15286.52,68143065
25484,2014,THA,15651.18,68416772
25485,2015,THA,16241.56,68657600
25486,2016,THA,16937.93,68863514
25487,2017,THA,17870.52,69037513
25488,1990,TJK,2355.67,5283728
25489,1991,TJK,2212.28,5400714
25490,1992,TJK,1576.67,5502976
25491,1993,TJK,1327.47,5594114
25492,1994,TJK,1050.85,5679832
25493,1995,TJK,925.91,5764712
25494,1996,TJK,773.97,5849540
25495,1997,TJK,789.17,5934282
25496,1998,TJK,827.82,6021691
25497,1999,TJK,858.3,6114886
25498,2000,TJK,935.2,6216205
25499,2001,TJK,1035.59,6327125
25500,2002,TJK,1143.27,6447688
25501,2003,TJK,1268.91,6576877
25502,2004,TJK,1408.96,6712841
25503,2005,TJK,1519.74,6854176
25504,2006,TJK,1641.03,7000557
25505,2007,TJK,1777.56,7152385
25506,2008,TJK,1913.52,7309728
25507,2009,TJK,1957.64,7472819
25508,2010,TJK,2063.73,7641630
25509,2011,TJK,2211.75,7815949
25510,2012,TJK,2367.19,7995062
25511,2013,TJK,2525.69,8177809
25512,2014,TJK,2682.59,8362745
25513,2015,TJK,2811.87,8548651
25514,2016,TJK,2979.31,8734951
25515,2017,TJK,3180.39,8921343
25516,1990,TKM,5375.39,3683966
25517,1991,TKM,5151.39,3789185
25518,1992,TKM,4353.16,3899843
25519,1993,TKM,4398.46,4010789
25520,1994,TKM,3620.77,4115099
25521,1995,TKM,3354.56,4207840
25522,1996,TKM,3577.07,4287344
25523,1997,TKM,3173.36,4355114
25524,1998,TKM,3390.13,4413477
25525,1999,TKM,3962.66,4466132
25526,2000,TKM,4227.16,4516131
25527,2001,TKM,4463.9,4564080
25528,2002,TKM,4498.82,4610002
25529,2003,TKM,4691.97,4655741
25530,2004,TKM,5010.76,4703398
25531,2005,TKM,5783.43,4754641
25532,2006,TKM,6538.6,4810105
25533,2007,TKM,7363.08,4870137
25534,2008,TKM,8496.63,4935762
25535,2009,TKM,8952.45,5007950
25536,2010,TKM,9741.31,5087210
25537,2011,TKM,11212.54,5174061
25538,2012,TKM,12460.75,5267839
25539,2013,TKM,13697.55,5366277
25540,2014,TKM,15098.3,5466241
25541,2015,TKM,15964.79,5565284
25542,2016,TKM,16875.99,5662544
25543,2017,TKM,17992.77,5758075
25544,1990,TLS,,751933
25545,1991,TLS,,777011
25546,1992,TLS,,805435
25547,1993,TLS,,833611
25548,1994,TLS,,856684
25549,1995,TLS,,871447
25550,1996,TLS,,875916
25551,1997,TLS,,871994
25552,1998,TLS,,865194
25553,1999,TLS,,863269
25554,2000,TLS,2622.02,871607
25555,2001,TLS,2859.95,892531
25556,2002,TLS,2612.84,923825
25557,2003,TLS,2531.95,960852
25558,2004,TLS,4114.88,996698
25559,2005,TLS,5603.73,1026484
25560,2006,TLS,8010.21,1048621
25561,2007,TLS,8516.48,1064973
25562,2008,TLS,9435.9,1078110
25563,2009,TLS,8817.79,1092021
25564,2010,TLS,8681.61,1109591
25565,2011,TLS,9717.15,1131523
25566,2012,TLS,10160.86,1156760
25567,2013,TLS,8974.89,1184366
25568,2014,TLS,6597.6,1212814
25569,2015,TLS,7878.76,1240977
25570,2016,TLS,7869.45,1268671
25571,2017,TLS,7213.02,1296311
25572,1990,TOG,872.64,3786940
25573,1991,TOG,873.38,3882271
25574,1992,TOG,838.08,3973327
25575,1993,TOG,712.08,4064926
25576,1994,TOG,816.36,4163642
25577,1995,TOG,875.56,4274024
25578,1996,TOG,942.92,4398238
25579,1997,TOG,1063.97,4534551
25580,1998,TOG,1018.34,4679023
25581,1999,TOG,1027.38,4825704
25582,2000,TOG,1012.18,4970367
25583,2001,TOG,990.23,5111770
25584,2002,TOG,969.66,5251472
25585,2003,TOG,1011.06,5391401
25586,2004,TOG,1033.42,5534598
25587,2005,TOG,1051.03,5683268
25588,2006,TOG,1097.39,5837792
25589,2007,TOG,1121.73,5997385
25590,2008,TOG,1137.99,6161796
25591,2009,TOG,1155.26,6330472
25592,2010,TOG,1183.84,6502952
25593,2011,TOG,1233.83,6679282
25594,2012,TOG,1282.53,6859482
25595,2013,TOG,1319.66,7042948
25596,2014,TOG,1385.63,7228915
25597,2015,TOG,1438.69,7416802
25598,2016,TOG,1497.42,7606374
25599,2017,TOG,1569.73,7797694
25600,1990,TPE,,
25601,1991,TPE,,
25602,1992,TPE,,
25603,1993,TPE,,
25604,1994,TPE,,
25605,1995,TPE,,
25606,1996,TPE,,
25607,1997,TPE,,
25608,1998,TPE,,
25609,1999,TPE,,
25610,2000,TPE,,
25611,2001,TPE,,
25612,2002,TPE,,
25613,2003,TPE,,
25614,2004,TPE,,
25615,2005,TPE,,
25616,2006,TPE,,
25617,2007,TPE,,
25618,2008,TPE,,
25619,2009,TPE,,
25620,2010,TPE,,
25621,2011,TPE,,
25622,2012,TPE,,
25623,2013,TPE,,
25624,2014,TPE,,
25625,2015,TPE,,
25626,2016,TPE,,
25627,2017,TPE,,
25628,1990,TTO,7921.08,1221900
25629,1991,TTO,8349.54,1229907
25630,1992,TTO,8347.75,1237487
25631,1993,TTO,8375.31,1244407
25632,1994,TTO,8816.68,1250318
25633,1995,TTO,9384.59,1255001
25634,1996,TTO,10210.32,1258364
25635,1997,TTO,11145.82,1260678
25636,1998,TTO,12164.18,1262542
25637,1999,TTO,13317.86,1264775
25638,2000,TTO,14524.09,1267984
25639,2001,TTO,15420.86,1272380
25640,2002,TTO,16828.11,1277837
25641,2003,TTO,19547.28,1284052
25642,2004,TTO,21572.51,1290535
25643,2005,TTO,23532.49,1296934
25644,2006,TTO,27328.29,1303144
25645,2007,TTO,29252.12,1309260
25646,2008,TTO,30693.87,1315372
25647,2009,TTO,29429.35,1321618
25648,2010,TTO,30628.54,1328100
25649,2011,TTO,31012.72,1334788
25650,2012,TTO,31830.52,1341588
25651,2013,TTO,32500.49,1348248
25652,2014,TTO,32848.2,1354493
25653,2015,TTO,33569.41,1360092
25654,2016,TTO,31858.36,1364962
25655,2017,TTO,31577.67,1369125
25656,1990,TUN,3629.12,8232797
25657,1991,TUN,3810.75,8417684
25658,1992,TUN,4111.24,8603225
25659,1993,TUN,4212.28,8784888
25660,1994,TUN,4353.57,8956596
25661,1995,TUN,4470.33,9113975
25662,1996,TUN,4802.37,9256037
25663,1997,TUN,5080.02,9384152
25664,1998,TUN,5315.52,9499395
25665,1999,TUN,5661.44,9603742
25666,2000,TUN,6003.31,9699197
25667,2001,TUN,6316.87,9785701
25668,2002,TUN,6446.87,9864326
25669,2003,TUN,6832.44,9939678
25670,2004,TUN,7400.07,10017601
25671,2005,TUN,7838.07,10102482
25672,2006,TUN,8424.45,10196136
25673,2007,TUN,9137.58,10298087
25674,2008,TUN,9609.71,10407336
25675,2009,TUN,9868.8,10521834
25676,2010,TUN,10225.25,10639931
25677,2011,TUN,10120.68,10761467
25678,2012,TUN,10595.88,10886668
25679,2013,TUN,10948,11014558
25680,2014,TUN,11342.42,11143908
25681,2015,TUN,11464.21,11273661
25682,2016,TUN,11605.76,11403248
25683,2017,TUN,11910.95,11532127
25684,1990,TUR,6146.26,53921699
25685,1991,TUR,6302.79,54840531
25686,1992,TUR,6721.17,55748875
25687,1993,TUR,7315.37,56653729
25688,1994,TUR,6951.7,57564132
25689,1995,TUR,7487.02,58486381
25690,1996,TUR,8015.98,59423208
25691,1997,TUR,8622,60372499
25692,1998,TUR,9088.6,61329590
25693,1999,TUR,8757.2,62287326
25694,2000,TUR,9582.26,63240121
25695,2001,TUR,9222.91,64191474
25696,2002,TUR,9330.14,65143054
25697,2003,TUR,9603.74,66085803
25698,2004,TUR,10864.45,67007855
25699,2005,TUR,11887.87,67903406
25700,2006,TUR,13621.94,68763405
25701,2007,TUR,14843.47,69597281
25702,2008,TUR,16048.92,70440032
25703,2009,TUR,15483.24,71339185
25704,2010,TUR,17442.86,72326914
25705,2011,TUR,19660.89,73409455
25706,2012,TUR,20639.86,74569867
25707,2013,TUR,22310.54,75787333
25708,2014,TUR,24029.74,77030628
25709,2015,TUR,24844.9,78271472
25710,2016,TUR,25247.2,79512426
25711,2017,TUR,26504.94,80745020
25712,1990,TUV,1521.28,9003
25713,1991,TUV,1619.66,9053
25714,1992,TUV,1692.31,9109
25715,1993,TUV,1794.54,9156
25716,1994,TUV,2013.72,9190
25717,1995,TUV,1944.38,9230
25718,1996,TUV,1856.62,9256
25719,1997,TUV,2072.59,9277
25720,1998,TUV,2412.3,9306
25721,1999,TUV,2400.86,9345
25722,2000,TUV,2412.3,9420
25723,2001,TUV,2483.34,9512
25724,2002,TUV,2685.58,9635
25725,2003,TUV,2612.03,9767
25726,2004,TUV,2613.58,9894
25727,2005,TUV,2561.28,10027
25728,2006,TUV,2667.18,10137
25729,2007,TUV,2881.92,10243
25730,2008,TUV,3143.27,10340
25731,2009,TUV,2997.46,10441
25732,2010,TUV,2926.04,10531
25733,2011,TUV,3181.6,10628
25734,2012,TUV,3087.75,10725
25735,2013,TUV,3252.7,10819
25736,2014,TUV,3328.33,10908
25737,2015,TUV,3640.99,11001
25738,2016,TUV,3766.48,11097
25739,2017,TUV,3924.94,11192
25740,1990,UAE,71376.15,1860174
25741,1991,UAE,70238.34,1970026
25742,1992,UAE,70093.37,2086639
25743,1993,UAE,68690.59,2207405
25744,1994,UAE,71084.64,2328686
25745,1995,UAE,73622.37,2448820
25746,1996,UAE,75543.5,2571020
25747,1997,UAE,79158.21,2700010
25748,1998,UAE,76345.04,2838145
25749,1999,UAE,75758.57,2988162
25750,2000,UAE,81351.36,3154925
25751,2001,UAE,80029.03,3326032
25752,2002,UAE,78934.64,3507232
25753,2003,UAE,82099.81,3741932
25754,2004,UAE,84604.34,4087931
25755,2005,UAE,81736.48,4579562
25756,2006,UAE,80841.05,5242032
25757,2007,UAE,74271.68,6044067
25758,2008,UAE,68508.71,6894278
25759,2009,UAE,58822.15,7666393
25760,2010,UAE,56074.88,8270684
25761,2011,UAE,58363.68,8672475
25762,2012,UAE,60513.62,8900453
25763,2013,UAE,63839.34,9006263
25764,2014,UAE,67360.35,9070867
25765,2015,UAE,70887.39,9154302
25766,2016,UAE,73017.48,9269612
25767,2017,UAE,73878.47,9400145
25768,1990,UGA,497.32,17438907
25769,1991,UGA,524.33,18040438
25770,1992,UGA,536.41,18652889
25771,1993,UGA,575.68,19275422
25772,1994,UGA,605.71,19907634
25773,1995,UGA,668.03,20550291
25774,1996,UGA,719.13,21202118
25775,1997,UGA,745.41,21865931
25776,1998,UGA,766.42,22551789
25777,1999,UGA,814.76,23272995
25778,2000,UGA,832.08,24039274
25779,2001,UGA,865.79,24854892
25780,2002,UGA,923.76,25718048
25781,2003,UGA,969.01,26624820
25782,2004,UGA,1027.03,27568436
25783,2005,UGA,1088.69,28543940
25784,2006,UGA,1200.8,29550662
25785,2007,UGA,1291.03,30590487
25786,2008,UGA,1382.49,31663896
25787,2009,UGA,1437.43,32771895
25788,2010,UGA,1485.2,33915133
25789,2011,UGA,1602.54,35093648
25790,2012,UGA,1638.07,36306796
25791,2013,UGA,1666.98,37553726
25792,2014,UGA,1724.77,38833338
25793,2015,UGA,1774.01,40144870
25794,2016,UGA,1819.43,41487965
25795,2017,UGA,1863.84,42862958
25796,1990,UKR,6763.2,51892000
25797,1991,UKR,6387.2,52000470
25798,1992,UKR,5882.24,52150266
25799,1993,UKR,5162.61,52179210
25800,1994,UKR,4083.49,51921041
25801,1995,UKR,3689.12,51512299
25802,1996,UKR,3410.96,51057189
25803,1997,UKR,3396.06,50594105
25804,1998,UKR,3397.92,50143939
25805,1999,UKR,3475.64,49673350
25806,2000,UKR,3802.54,49175848
25807,2001,UKR,4289.92,48683865
25808,2002,UKR,4628.04,48202500
25809,2003,UKR,5206.11,47812950
25810,2004,UKR,6042.18,47451600
25811,2005,UKR,6452.1,47105150
25812,2006,UKR,7184.2,46787750
25813,2007,UKR,8005.69,46509350
25814,2008,UKR,8395.81,46258200
25815,2009,UKR,7239.62,46053300
25816,2010,UKR,7666.22,45870700
25817,2011,UKR,8281.87,45706100
25818,2012,UKR,8475.47,45593300
25819,2013,UKR,8629.68,45489600
25820,2014,UKR,8666.82,45271947
25821,2015,UKR,7949.15,45154029
25822,2016,UKR,8269.61,45004645
25823,2017,UKR,8666.9,44831159
25824,1990,URU,6360.38,3109989
25825,1991,URU,6756.73,3132050
25826,1992,URU,7404.97,3154855
25827,1993,URU,7725.57,3178155
25828,1994,URU,8402.48,3201607
25829,1995,URU,8392.74,3224804
25830,1996,URU,8958.11,3248035
25831,1997,URU,9820.78,3271010
25832,1998,URU,10309.38,3292138
25833,1999,URU,10210.88,3309318
25834,2000,URU,10204.91,3321245
25835,2001,URU,10018.56,3327103
25836,2002,URU,9383.94,3327773
25837,2003,URU,9654.34,3325637
25838,2004,URU,10421.04,3324096
25839,2005,URU,11553.52,3325612
25840,2006,URU,12376.34,3331043
25841,2007,URU,13501.6,3339741
25842,2008,URU,14705.55,3350824
25843,2009,URU,15391.2,3362755
25844,2010,URU,16736.85,3374415
25845,2011,URU,17904.75,3385624
25846,2012,URU,18817.74,3396777
25847,2013,URU,19942.5,3408005
25848,2014,URU,20887.16,3419546
25849,2015,URU,21117.8,3431552
25850,2016,URU,21669.98,3444006
25851,2017,URU,22562.46,3456750
25852,1990,USA,23954.48,249623000
25853,1991,USA,24405.16,252981000
25854,1992,USA,25492.95,256514000
25855,1993,USA,26464.85,259919000
25856,1994,USA,27776.64,263126000
25857,1995,USA,28782.18,266278000
25858,1996,USA,30068.23,269394000
25859,1997,USA,31572.69,272657000
25860,1998,USA,32949.2,275854000
25861,1999,USA,34620.93,279040000
25862,2000,USA,36449.86,282162411
25863,2001,USA,37273.62,284968955
25864,2002,USA,38166.04,287625193
25865,2003,USA,39677.2,290107933
25866,2004,USA,41921.81,292805298
25867,2005,USA,44307.92,295516599
25868,2006,USA,46437.07,298379912
25869,2007,USA,48061.54,301231207
25870,2008,USA,48401.43,304093966
25871,2009,USA,47001.56,306771529
25872,2010,USA,48375.41,309338421
25873,2011,USA,49793.71,311644280
25874,2012,USA,51450.96,313993272
25875,2013,USA,52782.09,316234505
25876,2014,USA,54696.73,318622525
25877,2015,USA,56443.82,321039839
25878,2016,USA,57588.54,323405935
25879,2017,USA,59531.66,325719178
25880,1990,UZB,1984.9,20510000
25881,1991,UZB,1997.83,20952000
25882,1992,UZB,1772.47,21449000
25883,1993,UZB,1733.07,21942000
25884,1994,UZB,1645.29,22377000
25885,1995,UZB,1634.69,22785000
25886,1996,UZB,1660.76,23225000
25887,1997,UZB,1743.83,23667000
25888,1998,UZB,1809.2,24051000
25889,1999,UZB,1895.33,24311650
25890,2000,UZB,1984.47,24650400
25891,2001,UZB,2088.34,24964450
25892,2002,UZB,2178.39,25271850
25893,2003,UZB,2288.36,25567650
25894,2004,UZB,2503.28,25864350
25895,2005,UZB,2732.72,26167000
25896,2006,UZB,2985.64,26488250
25897,2007,UZB,3321.57,26868000
25898,2008,UZB,3632.74,27302800
25899,2009,UZB,3890.61,27767400
25900,2010,UZB,4153.94,28562400
25901,2011,UZB,4470,29339400
25902,2012,UZB,4853.65,29774500
25903,2013,UZB,5244.05,30243200
25904,2014,UZB,5657.89,30757700
25905,2015,UZB,6069.98,31298900
25906,2016,UZB,6512.68,31847900
25907,2017,UZB,6865,32387200
25908,1990,VAN,1647.69,146634
25909,1991,VAN,1707.72,150778
25910,1992,VAN,1740.38,155243
25911,1993,VAN,1743.82,159814
25912,1994,VAN,1890.25,164208
25913,1995,VAN,1902.54,168235
25914,1996,VAN,1941.23,171801
25915,1997,VAN,2033.61,174999
25916,1998,VAN,2107.04,178078
25917,1999,VAN,2107.77,181345
25918,2000,VAN,2237.52,185063
25919,2001,VAN,2159.36,189290
25920,2002,VAN,2030.39,193956
25921,2003,VAN,2105.43,198964
25922,2004,VAN,2192.46,204143
25923,2005,VAN,2323.51,209370
25924,2006,VAN,2533.92,214634
25925,2007,VAN,2669.78,219953
25926,2008,VAN,2828.42,225340
25927,2009,VAN,2874.84,230785
25928,2010,VAN,2888.4,236295
25929,2011,VAN,2915.3,241871
25930,2012,VAN,2952.57,247485
25931,2013,VAN,2990.96,253142
25932,2014,VAN,3046.91,258850
25933,2015,VAN,2988.85,264603
25934,2016,VAN,3080.57,270402
25935,2017,VAN,3207.83,276244
25936,1990,VEN,9339.95,19861956
25937,1991,VEN,10344.99,20332079
25938,1992,VEN,10970.09,20799075
25939,1993,VEN,11016.08,21263443
25940,1994,VEN,10752.11,21726352
25941,1995,VEN,11172.37,22188667
25942,1996,VEN,11122.52,22650102
25943,1997,VEN,11794.06,23110178
25944,1998,VEN,11724.11,23569454
25945,1999,VEN,10978.92,24028689
25946,2000,VEN,11424.2,24488340
25947,2001,VEN,11858.33,24948476
25948,2002,VEN,10775.35,25408700
25949,2003,VEN,9957.69,25868523
25950,2004,VEN,11891.62,26327225
25951,2005,VEN,13309.7,26784161
25952,2006,VEN,14821.15,27239168
25953,2007,VEN,16276.93,27691965
25954,2008,VEN,17192.92,28141701
25955,2009,VEN,16507.34,28587323
25956,2010,VEN,16210.29,29028033
25957,2011,VEN,16981.34,29463291
25958,2012,VEN,18004.47,29893080
25959,2013,VEN,18281.19,30317848
25960,2014,VEN,17639.89,30738378
25961,2015,VEN,,31155134
25962,2016,VEN,,31568179
25963,2017,VEN,,31977065
25964,1990,VIN,3604.05,107505
25965,1991,VIN,3755.51,107814
25966,1992,VIN,4078.92,108003
25967,1993,VIN,4349.91,108092
25968,1994,VIN,4385.55,108129
25969,1995,VIN,4825.08,108122
25970,1996,VIN,4978.56,108075
25971,1997,VIN,5244.74,108004
25972,1998,VIN,5522.67,107922
25973,1999,VIN,5761.43,107880
25974,2000,VIN,5988.02,107898
25975,2001,VIN,6223.98,107988
25976,2002,VIN,6709.31,108146
25977,2003,VIN,7355.45,108350
25978,2004,VIN,7856.67,108559
25979,2005,VIN,8297.09,108744
25980,2006,VIN,9195.72,108907
25981,2007,VIN,9279.22,109047
25982,2008,VIN,10081.11,109165
25983,2009,VIN,9936.44,109253
25984,2010,VIN,9715,109315
25985,2011,VIN,9871.65,109341
25986,2012,VIN,10193.5,109328
25987,2013,VIN,10548.69,109320
25988,2014,VIN,10840.02,109357
25989,2015,VIN,11147.28,109455
25990,2016,VIN,11413.29,109643
25991,2017,VIN,11776.85,109897
25992,1990,VNM,939.04,68209605
25993,1991,VNM,1006.57,69670902
25994,1992,VNM,1095.58,71130448
25995,1993,VNM,1188.3,72560427
25996,1994,VNM,1296.48,73925082
25997,1995,VNM,1425.23,75198977
25998,1996,VNM,1562.41,76372719
25999,1997,VNM,1694.72,77453335
26000,1998,VNM,1788.78,78452897
26001,1999,VNM,1880.35,79391374
26002,2000,VNM,2030.8,80285562
26003,2001,VNM,2182.48,81139919
26004,2002,VNM,2332.58,81956496
26005,2003,VNM,2518.91,82747662
26006,2004,VNM,2757.24,83527678
26007,2005,VNM,3032.39,84308843
26008,2006,VNM,3312.78,85094617
26009,2007,VNM,3609.69,85889590
26010,2008,VNM,3852.18,86707801
26011,2009,VNM,4050.89,87565407
26012,2010,VNM,4319,88472512
26013,2011,VNM,4632.77,89436644
26014,2012,VNM,4909.95,90451881
26015,2013,VNM,5199.63,91497725
26016,2014,VNM,5546.18,92544915
26017,2015,VNM,5915.17,93571567
26018,2016,VNM,6295.59,94569072
26019,2017,VNM,6775.83,95540800
26020,1990,SAM,2358.56,162866
26021,1991,SAM,2363.46,164076
26022,1992,SAM,2390.73,165570
26023,1993,SAM,2523.02,167207
26024,1994,SAM,2487.69,168788
26025,1995,SAM,2687.26,170157
26026,1996,SAM,2913.47,171283
26027,1997,SAM,2966.56,172198
26028,1998,SAM,3050.7,172981
26029,1999,SAM,3150.98,173755
26030,2000,SAM,3428.78,174610
26031,2001,SAM,3729.87,175566
26032,2002,SAM,3928.9,176582
26033,2003,SAM,4162.73,177662
26034,2004,SAM,4447,178781
26035,2005,SAM,4750.38,179929
26036,2006,SAM,4960.6,181094
26037,2007,SAM,5379.2,182286
26038,2008,SAM,5502.63,183526
26039,2009,SAM,5240.71,184826
26040,2010,SAM,5290.66,186205
26041,2011,SAM,5667.49,187665
26042,2012,SAM,5748.26,189194
26043,2013,SAM,5681.21,190757
26044,2014,SAM,5805.68,192290
26045,2015,SAM,5919.36,193759
